 Part Instance     Node ID  Attached elements           S, S22
    PART-1-1        1569             1453      98.1481E-03
    PART-1-1        1569             1454      98.1481E-03
    PART-1-1        1569             1553      98.1481E-03
    PART-1-1        1569             1554      98.1481E-03
    PART-1-1        1570             1454      98.1662E-03
    PART-1-1        1570             1455      98.1662E-03
    PART-1-1        1570             1554      98.1662E-03
    PART-1-1        1570             1555      98.1662E-03
    PART-1-1        1571             1455      98.1895E-03
    PART-1-1        1571             1456      98.1895E-03
    PART-1-1        1571             1555      98.1895E-03
    PART-1-1        1571             1556      98.1895E-03
    PART-1-1        1572             1456      98.2183E-03
    PART-1-1        1572             1457      98.2183E-03
    PART-1-1        1572             1556      98.2183E-03
    PART-1-1        1572             1557      98.2183E-03
    PART-1-1        1573             1457      98.2525E-03
    PART-1-1        1573             1458      98.2525E-03
    PART-1-1        1573             1557      98.2525E-03
    PART-1-1        1573             1558      98.2525E-03
    PART-1-1        1574             1458      98.2923E-03
    PART-1-1        1574             1459      98.2923E-03
    PART-1-1        1574             1558      98.2923E-03
    PART-1-1        1574             1559      98.2923E-03
    PART-1-1        1575             1459       98.338E-03
    PART-1-1        1575             1460       98.338E-03
    PART-1-1        1575             1559       98.338E-03
    PART-1-1        1575             1560       98.338E-03
    PART-1-1        1576             1460      98.3895E-03
    PART-1-1        1576             1461      98.3895E-03
    PART-1-1        1576             1560      98.3895E-03
    PART-1-1        1576             1561      98.3895E-03
    PART-1-1        1577             1461      98.4472E-03
    PART-1-1        1577             1462      98.4472E-03
    PART-1-1        1577             1561      98.4472E-03
    PART-1-1        1577             1562      98.4472E-03
    PART-1-1        1578             1462      98.5113E-03
    PART-1-1        1578             1463      98.5113E-03
    PART-1-1        1578             1562      98.5113E-03
    PART-1-1        1578             1563      98.5113E-03
    PART-1-1        1579             1463       98.582E-03
    PART-1-1        1579             1464       98.582E-03
    PART-1-1        1579             1563       98.582E-03
    PART-1-1        1579             1564       98.582E-03
    PART-1-1        1580             1464      98.6595E-03
    PART-1-1        1580             1465      98.6595E-03
    PART-1-1        1580             1564      98.6595E-03
    PART-1-1        1580             1565      98.6595E-03
    PART-1-1        1581             1465      98.7443E-03
    PART-1-1        1581             1466      98.7443E-03
    PART-1-1        1581             1565      98.7443E-03
    PART-1-1        1581             1566      98.7443E-03
    PART-1-1        1582             1466      98.8365E-03
    PART-1-1        1582             1467      98.8365E-03
    PART-1-1        1582             1566      98.8365E-03
    PART-1-1        1582             1567      98.8365E-03
    PART-1-1        1583             1467      98.9367E-03
    PART-1-1        1583             1468      98.9367E-03
    PART-1-1        1583             1567      98.9367E-03
    PART-1-1        1583             1568      98.9367E-03
    PART-1-1        1584             1468      99.0449E-03
    PART-1-1        1584             1469      99.0449E-03
    PART-1-1        1584             1568      99.0449E-03
    PART-1-1        1584             1569      99.0449E-03
    PART-1-1        1585             1469      99.1618E-03
    PART-1-1        1585             1470      99.1618E-03
    PART-1-1        1585             1569      99.1618E-03
    PART-1-1        1585             1570      99.1618E-03
    PART-1-1        1586             1470      99.2876E-03
    PART-1-1        1586             1471      99.2876E-03
    PART-1-1        1586             1570      99.2876E-03
    PART-1-1        1586             1571      99.2876E-03
    PART-1-1        1587             1471      99.4228E-03
    PART-1-1        1587             1472      99.4228E-03
    PART-1-1        1587             1571      99.4228E-03
    PART-1-1        1587             1572      99.4228E-03
    PART-1-1        1588             1472      99.5677E-03
    PART-1-1        1588             1473      99.5677E-03
    PART-1-1        1588             1572      99.5677E-03
    PART-1-1        1588             1573      99.5677E-03
    PART-1-1        1589             1473      99.7228E-03
    PART-1-1        1589             1474      99.7228E-03
    PART-1-1        1589             1573      99.7228E-03
    PART-1-1        1589             1574      99.7228E-03
    PART-1-1        1590             1474      99.8883E-03
    PART-1-1        1590             1475      99.8883E-03
    PART-1-1        1590             1574      99.8883E-03
    PART-1-1        1590             1575      99.8883E-03
    PART-1-1        1591             1475      100.065E-03
    PART-1-1        1591             1476      100.065E-03
    PART-1-1        1591             1575      100.065E-03
    PART-1-1        1591             1576      100.065E-03
    PART-1-1        1592             1476      100.252E-03
    PART-1-1        1592             1477      100.252E-03
    PART-1-1        1592             1576      100.252E-03
    PART-1-1        1592             1577      100.252E-03
    PART-1-1        1593             1477       100.45E-03
    PART-1-1        1593             1478       100.45E-03
    PART-1-1        1593             1577       100.45E-03
    PART-1-1        1593             1578       100.45E-03
    PART-1-1        1594             1478      100.659E-03
    PART-1-1        1594             1479      100.659E-03
    PART-1-1        1594             1578      100.659E-03
    PART-1-1        1594             1579      100.659E-03
    PART-1-1        1595             1479      100.878E-03
    PART-1-1        1595             1480      100.878E-03
    PART-1-1        1595             1579      100.878E-03
    PART-1-1        1595             1580      100.878E-03
    PART-1-1        1596             1480      101.107E-03
    PART-1-1        1596             1481      101.107E-03
    PART-1-1        1596             1580      101.107E-03
    PART-1-1        1596             1581      101.107E-03
    PART-1-1        1597             1481      101.344E-03
    PART-1-1        1597             1482      101.344E-03
    PART-1-1        1597             1581      101.344E-03
    PART-1-1        1597             1582      101.344E-03
    PART-1-1        1598             1482      101.587E-03
    PART-1-1        1598             1483      101.587E-03
    PART-1-1        1598             1582      101.587E-03
    PART-1-1        1598             1583      101.587E-03
    PART-1-1        1599             1483      101.834E-03
    PART-1-1        1599             1484      101.834E-03
    PART-1-1        1599             1583      101.834E-03
    PART-1-1        1599             1584      101.834E-03
    PART-1-1        1600             1484       102.08E-03
    PART-1-1        1600             1485       102.08E-03
    PART-1-1        1600             1584       102.08E-03
    PART-1-1        1600             1585       102.08E-03
    PART-1-1        1601             1485      102.321E-03
    PART-1-1        1601             1486      102.321E-03
    PART-1-1        1601             1585      102.321E-03
    PART-1-1        1601             1586      102.321E-03
    PART-1-1        1602             1486      102.547E-03
    PART-1-1        1602             1487      102.547E-03
    PART-1-1        1602             1586      102.547E-03
    PART-1-1        1602             1587      102.547E-03
    PART-1-1        1603             1487      102.751E-03
    PART-1-1        1603             1488      102.751E-03
    PART-1-1        1603             1587      102.751E-03
    PART-1-1        1603             1588      102.751E-03
    PART-1-1        1604             1488       102.92E-03
    PART-1-1        1604             1489       102.92E-03
    PART-1-1        1604             1588       102.92E-03
    PART-1-1        1604             1589       102.92E-03
    PART-1-1        1605             1489       103.04E-03
    PART-1-1        1605             1490       103.04E-03
    PART-1-1        1605             1589       103.04E-03
    PART-1-1        1605             1590       103.04E-03
    PART-1-1        1606             1490      103.092E-03
    PART-1-1        1606             1491      103.092E-03
    PART-1-1        1606             1590      103.092E-03
    PART-1-1        1606             1591      103.092E-03
    PART-1-1        1607             1491      103.055E-03
    PART-1-1        1607             1492      103.055E-03
    PART-1-1        1607             1591      103.055E-03
    PART-1-1        1607             1592      103.055E-03
    PART-1-1        1608             1492      102.903E-03
    PART-1-1        1608             1493      102.903E-03
    PART-1-1        1608             1592      102.903E-03
    PART-1-1        1608             1593      102.903E-03
    PART-1-1        1609             1493      102.611E-03
    PART-1-1        1609             1494      102.611E-03
    PART-1-1        1609             1593      102.611E-03
    PART-1-1        1609             1594      102.611E-03
    PART-1-1        1610             1494      102.151E-03
    PART-1-1        1610             1495      102.151E-03
    PART-1-1        1610             1594      102.151E-03
    PART-1-1        1610             1595      102.151E-03
    PART-1-1        1611             1495      101.495E-03
    PART-1-1        1611             1496      101.495E-03
    PART-1-1        1611             1595      101.495E-03
    PART-1-1        1611             1596      101.495E-03
    PART-1-1        1612             1496      100.622E-03
    PART-1-1        1612             1497      100.622E-03
    PART-1-1        1612             1596      100.622E-03
    PART-1-1        1612             1597      100.622E-03
    PART-1-1        1613             1497      99.5133E-03
    PART-1-1        1613             1498      99.5133E-03
    PART-1-1        1613             1597      99.5133E-03
    PART-1-1        1613             1598      99.5133E-03
    PART-1-1        1614             1498      98.1623E-03
    PART-1-1        1614             1499      98.1623E-03
    PART-1-1        1614             1598      98.1623E-03
    PART-1-1        1614             1599      98.1623E-03
    PART-1-1        1615             1499      96.5697E-03
    PART-1-1        1615             1500      96.5697E-03
    PART-1-1        1615             1599      96.5697E-03
    PART-1-1        1615             1600      96.5697E-03
    PART-1-1        1616             1500      95.7144E-03
    PART-1-1        1616             1600      95.7144E-03
    PART-1-1        1617             1501      95.1361E-03
    PART-1-1        1617             1601      95.1361E-03
    PART-1-1        1618             1501      95.9432E-03
    PART-1-1        1618             1502      95.9432E-03
    PART-1-1        1618             1601      95.9432E-03
    PART-1-1        1618             1602      95.9432E-03
    PART-1-1        1619             1502      97.4563E-03
    PART-1-1        1619             1503      97.4563E-03
    PART-1-1        1619             1602      97.4563E-03
    PART-1-1        1619             1603      97.4563E-03
    PART-1-1        1620             1503      98.7636E-03
    PART-1-1        1620             1504      98.7636E-03
    PART-1-1        1620             1603      98.7636E-03
    PART-1-1        1620             1604      98.7636E-03
    PART-1-1        1621             1504      99.8599E-03
    PART-1-1        1621             1505      99.8599E-03
    PART-1-1        1621             1604      99.8599E-03
    PART-1-1        1621             1605      99.8599E-03
    PART-1-1        1622             1505      100.752E-03
    PART-1-1        1622             1506      100.752E-03
    PART-1-1        1622             1605      100.752E-03
    PART-1-1        1622             1606      100.752E-03
    PART-1-1        1623             1506      101.449E-03
    PART-1-1        1623             1507      101.449E-03
    PART-1-1        1623             1606      101.449E-03
    PART-1-1        1623             1607      101.449E-03
    PART-1-1        1624             1507       101.97E-03
    PART-1-1        1624             1508       101.97E-03
    PART-1-1        1624             1607       101.97E-03
    PART-1-1        1624             1608       101.97E-03
    PART-1-1        1625             1508      102.334E-03
    PART-1-1        1625             1509      102.334E-03
    PART-1-1        1625             1608      102.334E-03
    PART-1-1        1625             1609      102.334E-03
    PART-1-1        1626             1509      102.565E-03
    PART-1-1        1626             1510      102.565E-03
    PART-1-1        1626             1609      102.565E-03
    PART-1-1        1626             1610      102.565E-03
    PART-1-1        1627             1510      102.684E-03
    PART-1-1        1627             1511      102.684E-03
    PART-1-1        1627             1610      102.684E-03
    PART-1-1        1627             1611      102.684E-03
    PART-1-1        1628             1511      102.712E-03
    PART-1-1        1628             1512      102.712E-03
    PART-1-1        1628             1611      102.712E-03
    PART-1-1        1628             1612      102.712E-03
    PART-1-1        1629             1512      102.668E-03
    PART-1-1        1629             1513      102.668E-03
    PART-1-1        1629             1612      102.668E-03
    PART-1-1        1629             1613      102.668E-03
    PART-1-1        1630             1513      102.568E-03
    PART-1-1        1630             1514      102.568E-03
    PART-1-1        1630             1613      102.568E-03
    PART-1-1        1630             1614      102.568E-03
    PART-1-1        1631             1514      102.428E-03
    PART-1-1        1631             1515      102.428E-03
    PART-1-1        1631             1614      102.428E-03
    PART-1-1        1631             1615      102.428E-03
    PART-1-1        1632             1515      102.257E-03
    PART-1-1        1632             1516      102.257E-03
    PART-1-1        1632             1615      102.257E-03
    PART-1-1        1632             1616      102.257E-03
    PART-1-1        1633             1516      102.067E-03
    PART-1-1        1633             1517      102.067E-03
    PART-1-1        1633             1616      102.067E-03
    PART-1-1        1633             1617      102.067E-03
    PART-1-1        1634             1517      101.865E-03
    PART-1-1        1634             1518      101.865E-03
    PART-1-1        1634             1617      101.865E-03
    PART-1-1        1634             1618      101.865E-03
    PART-1-1        1635             1518      101.656E-03
    PART-1-1        1635             1519      101.656E-03
    PART-1-1        1635             1618      101.656E-03
    PART-1-1        1635             1619      101.656E-03
    PART-1-1        1636             1519      101.445E-03
    PART-1-1        1636             1520      101.445E-03
    PART-1-1        1636             1619      101.445E-03
    PART-1-1        1636             1620      101.445E-03
    PART-1-1        1637             1520      101.235E-03
    PART-1-1        1637             1521      101.235E-03
    PART-1-1        1637             1620      101.235E-03
    PART-1-1        1637             1621      101.235E-03
    PART-1-1        1638             1521       101.03E-03
    PART-1-1        1638             1522       101.03E-03
    PART-1-1        1638             1621       101.03E-03
    PART-1-1        1638             1622       101.03E-03
    PART-1-1        1639             1522      100.831E-03
    PART-1-1        1639             1523      100.831E-03
    PART-1-1        1639             1622      100.831E-03
    PART-1-1        1639             1623      100.831E-03
    PART-1-1        1640             1523      100.639E-03
    PART-1-1        1640             1524      100.639E-03
    PART-1-1        1640             1623      100.639E-03
    PART-1-1        1640             1624      100.639E-03
    PART-1-1        1641             1524      100.455E-03
    PART-1-1        1641             1525      100.455E-03
    PART-1-1        1641             1624      100.455E-03
    PART-1-1        1641             1625      100.455E-03
    PART-1-1        1642             1525       100.28E-03
    PART-1-1        1642             1526       100.28E-03
    PART-1-1        1642             1625       100.28E-03
    PART-1-1        1642             1626       100.28E-03
    PART-1-1        1643             1526      100.113E-03
    PART-1-1        1643             1527      100.113E-03
    PART-1-1        1643             1626      100.113E-03
    PART-1-1        1643             1627      100.113E-03
    PART-1-1        1644             1527      99.9562E-03
    PART-1-1        1644             1528      99.9562E-03
    PART-1-1        1644             1627      99.9562E-03
    PART-1-1        1644             1628      99.9562E-03
    PART-1-1        1645             1528      99.8081E-03
    PART-1-1        1645             1529      99.8081E-03
    PART-1-1        1645             1628      99.8081E-03
    PART-1-1        1645             1629      99.8081E-03
    PART-1-1        1646             1529      99.6689E-03
    PART-1-1        1646             1530      99.6689E-03
    PART-1-1        1646             1629      99.6689E-03
    PART-1-1        1646             1630      99.6689E-03
    PART-1-1        1647             1530      99.5385E-03
    PART-1-1        1647             1531      99.5385E-03
    PART-1-1        1647             1630      99.5385E-03
    PART-1-1        1647             1631      99.5385E-03
    PART-1-1        1648             1531      99.4165E-03
    PART-1-1        1648             1532      99.4165E-03
    PART-1-1        1648             1631      99.4165E-03
    PART-1-1        1648             1632      99.4165E-03
    PART-1-1        1649             1532      99.3028E-03
    PART-1-1        1649             1533      99.3028E-03
    PART-1-1        1649             1632      99.3028E-03
    PART-1-1        1649             1633      99.3028E-03
    PART-1-1        1650             1533      99.1971E-03
    PART-1-1        1650             1534      99.1971E-03
    PART-1-1        1650             1633      99.1971E-03
    PART-1-1        1650             1634      99.1971E-03
    PART-1-1        1651             1534      99.0991E-03
    PART-1-1        1651             1535      99.0991E-03
    PART-1-1        1651             1634      99.0991E-03
    PART-1-1        1651             1635      99.0991E-03
    PART-1-1        1652             1535      99.0085E-03
    PART-1-1        1652             1536      99.0085E-03
    PART-1-1        1652             1635      99.0085E-03
    PART-1-1        1652             1636      99.0085E-03
    PART-1-1        1653             1536      98.9251E-03
    PART-1-1        1653             1537      98.9251E-03
    PART-1-1        1653             1636      98.9251E-03
    PART-1-1        1653             1637      98.9251E-03
    PART-1-1        1654             1537      98.8485E-03
    PART-1-1        1654             1538      98.8485E-03
    PART-1-1        1654             1637      98.8485E-03
    PART-1-1        1654             1638      98.8485E-03
    PART-1-1        1655             1538      98.7786E-03
    PART-1-1        1655             1539      98.7786E-03
    PART-1-1        1655             1638      98.7786E-03
    PART-1-1        1655             1639      98.7786E-03
    PART-1-1        1656             1539      98.7151E-03
    PART-1-1        1656             1540      98.7151E-03
    PART-1-1        1656             1639      98.7151E-03
    PART-1-1        1656             1640      98.7151E-03
    PART-1-1        1657             1540      98.6578E-03
    PART-1-1        1657             1541      98.6578E-03
    PART-1-1        1657             1640      98.6578E-03
    PART-1-1        1657             1641      98.6578E-03
    PART-1-1        1658             1541      98.6066E-03
    PART-1-1        1658             1542      98.6066E-03
    PART-1-1        1658             1641      98.6066E-03
    PART-1-1        1658             1642      98.6066E-03
    PART-1-1        1659             1542      98.5612E-03
    PART-1-1        1659             1543      98.5612E-03
    PART-1-1        1659             1642      98.5612E-03
    PART-1-1        1659             1643      98.5612E-03
    PART-1-1        1660             1543      98.5215E-03
    PART-1-1        1660             1544      98.5215E-03
    PART-1-1        1660             1643      98.5215E-03
    PART-1-1        1660             1644      98.5215E-03
    PART-1-1        1661             1544      98.4874E-03
    PART-1-1        1661             1545      98.4874E-03
    PART-1-1        1661             1644      98.4874E-03
    PART-1-1        1661             1645      98.4874E-03
    PART-1-1        1662             1545      98.4587E-03
    PART-1-1        1662             1546      98.4587E-03
    PART-1-1        1662             1645      98.4587E-03
    PART-1-1        1662             1646      98.4587E-03
    PART-1-1        1663             1546      98.4354E-03
    PART-1-1        1663             1547      98.4354E-03
    PART-1-1        1663             1646      98.4354E-03
    PART-1-1        1663             1647      98.4354E-03
    PART-1-1        1664             1547      98.4173E-03
    PART-1-1        1664             1548      98.4173E-03
    PART-1-1        1664             1647      98.4173E-03
    PART-1-1        1664             1648      98.4173E-03
    PART-1-1        1665             1548      98.4044E-03
    PART-1-1        1665             1549      98.4044E-03
    PART-1-1        1665             1648      98.4044E-03
    PART-1-1        1665             1649      98.4044E-03
    PART-1-1        1666             1549      98.3967E-03
    PART-1-1        1666             1550      98.3967E-03
    PART-1-1        1666             1649      98.3967E-03
    PART-1-1        1666             1650      98.3967E-03
    PART-1-1        1667             1550      98.3942E-03
    PART-1-1        1667             1551      98.3942E-03
    PART-1-1        1667             1650      98.3942E-03
    PART-1-1        1667             1651      98.3942E-03
    PART-1-1        1668             1551      98.3967E-03
    PART-1-1        1668             1552      98.3967E-03
    PART-1-1        1668             1651      98.3967E-03
    PART-1-1        1668             1652      98.3967E-03
    PART-1-1        1669             1552      98.4044E-03
    PART-1-1        1669             1553      98.4044E-03
    PART-1-1        1669             1652      98.4044E-03
    PART-1-1        1669             1653      98.4044E-03
    PART-1-1        1670             1553      98.4173E-03
    PART-1-1        1670             1554      98.4173E-03
    PART-1-1        1670             1653      98.4173E-03
    PART-1-1        1670             1654      98.4173E-03
    PART-1-1        1671             1554      98.4354E-03
    PART-1-1        1671             1555      98.4354E-03
    PART-1-1        1671             1654      98.4354E-03
    PART-1-1        1671             1655      98.4354E-03
    PART-1-1        1672             1555      98.4587E-03
    PART-1-1        1672             1556      98.4587E-03
    PART-1-1        1672             1655      98.4587E-03
    PART-1-1        1672             1656      98.4587E-03
    PART-1-1        1673             1556      98.4874E-03
    PART-1-1        1673             1557      98.4874E-03
    PART-1-1        1673             1656      98.4874E-03
    PART-1-1        1673             1657      98.4874E-03
    PART-1-1        1674             1557      98.5215E-03
    PART-1-1        1674             1558      98.5215E-03
    PART-1-1        1674             1657      98.5215E-03
    PART-1-1        1674             1658      98.5215E-03
    PART-1-1        1675             1558      98.5612E-03
    PART-1-1        1675             1559      98.5612E-03
    PART-1-1        1675             1658      98.5612E-03
    PART-1-1        1675             1659      98.5612E-03
    PART-1-1        1676             1559      98.6066E-03
    PART-1-1        1676             1560      98.6066E-03
    PART-1-1        1676             1659      98.6066E-03
    PART-1-1        1676             1660      98.6066E-03
    PART-1-1        1677             1560      98.6578E-03
    PART-1-1        1677             1561      98.6578E-03
    PART-1-1        1677             1660      98.6578E-03
    PART-1-1        1677             1661      98.6578E-03
    PART-1-1        1678             1561      98.7151E-03
    PART-1-1        1678             1562      98.7151E-03
    PART-1-1        1678             1661      98.7151E-03
    PART-1-1        1678             1662      98.7151E-03
    PART-1-1        1679             1562      98.7786E-03
    PART-1-1        1679             1563      98.7786E-03
    PART-1-1        1679             1662      98.7786E-03
    PART-1-1        1679             1663      98.7786E-03
    PART-1-1        1680             1563      98.8485E-03
    PART-1-1        1680             1564      98.8485E-03
    PART-1-1        1680             1663      98.8485E-03
    PART-1-1        1680             1664      98.8485E-03
    PART-1-1        1681             1564      98.9251E-03
    PART-1-1        1681             1565      98.9251E-03
    PART-1-1        1681             1664      98.9251E-03
    PART-1-1        1681             1665      98.9251E-03
    PART-1-1        1682             1565      99.0085E-03
    PART-1-1        1682             1566      99.0085E-03
    PART-1-1        1682             1665      99.0085E-03
    PART-1-1        1682             1666      99.0085E-03
    PART-1-1        1683             1566      99.0991E-03
    PART-1-1        1683             1567      99.0991E-03
    PART-1-1        1683             1666      99.0991E-03
    PART-1-1        1683             1667      99.0991E-03
    PART-1-1        1684             1567      99.1971E-03
    PART-1-1        1684             1568      99.1971E-03
    PART-1-1        1684             1667      99.1971E-03
    PART-1-1        1684             1668      99.1971E-03
    PART-1-1        1685             1568      99.3028E-03
    PART-1-1        1685             1569      99.3028E-03
    PART-1-1        1685             1668      99.3028E-03
    PART-1-1        1685             1669      99.3028E-03
    PART-1-1        1686             1569      99.4165E-03
    PART-1-1        1686             1570      99.4165E-03
    PART-1-1        1686             1669      99.4165E-03
    PART-1-1        1686             1670      99.4165E-03
    PART-1-1        1687             1570      99.5385E-03
    PART-1-1        1687             1571      99.5385E-03
    PART-1-1        1687             1670      99.5385E-03
    PART-1-1        1687             1671      99.5385E-03
    PART-1-1        1688             1571      99.6689E-03
    PART-1-1        1688             1572      99.6689E-03
    PART-1-1        1688             1671      99.6689E-03
    PART-1-1        1688             1672      99.6689E-03
    PART-1-1        1689             1572      99.8081E-03
    PART-1-1        1689             1573      99.8081E-03
    PART-1-1        1689             1672      99.8081E-03
    PART-1-1        1689             1673      99.8081E-03
    PART-1-1        1690             1573      99.9562E-03
    PART-1-1        1690             1574      99.9562E-03
    PART-1-1        1690             1673      99.9562E-03
    PART-1-1        1690             1674      99.9562E-03
    PART-1-1        1691             1574      100.113E-03
    PART-1-1        1691             1575      100.113E-03
    PART-1-1        1691             1674      100.113E-03
    PART-1-1        1691             1675      100.113E-03
    PART-1-1        1692             1575       100.28E-03
    PART-1-1        1692             1576       100.28E-03
    PART-1-1        1692             1675       100.28E-03
    PART-1-1        1692             1676       100.28E-03
    PART-1-1        1693             1576      100.455E-03
    PART-1-1        1693             1577      100.455E-03
    PART-1-1        1693             1676      100.455E-03
    PART-1-1        1693             1677      100.455E-03
    PART-1-1        1694             1577      100.639E-03
    PART-1-1        1694             1578      100.639E-03
    PART-1-1        1694             1677      100.639E-03
    PART-1-1        1694             1678      100.639E-03
    PART-1-1        1695             1578      100.831E-03
    PART-1-1        1695             1579      100.831E-03
    PART-1-1        1695             1678      100.831E-03
    PART-1-1        1695             1679      100.831E-03
    PART-1-1        1696             1579       101.03E-03
    PART-1-1        1696             1580       101.03E-03
    PART-1-1        1696             1679       101.03E-03
    PART-1-1        1696             1680       101.03E-03
    PART-1-1        1697             1580      101.235E-03
    PART-1-1        1697             1581      101.235E-03
    PART-1-1        1697             1680      101.235E-03
    PART-1-1        1697             1681      101.235E-03
    PART-1-1        1698             1581      101.445E-03
    PART-1-1        1698             1582      101.445E-03
    PART-1-1        1698             1681      101.445E-03
    PART-1-1        1698             1682      101.445E-03
    PART-1-1        1699             1582      101.656E-03
    PART-1-1        1699             1583      101.656E-03
    PART-1-1        1699             1682      101.656E-03
    PART-1-1        1699             1683      101.656E-03
    PART-1-1        1700             1583      101.865E-03
    PART-1-1        1700             1584      101.865E-03
    PART-1-1        1700             1683      101.865E-03
    PART-1-1        1700             1684      101.865E-03
    PART-1-1        1701             1584      102.067E-03
    PART-1-1        1701             1585      102.067E-03
    PART-1-1        1701             1684      102.067E-03
    PART-1-1        1701             1685      102.067E-03
    PART-1-1        1702             1585      102.257E-03
    PART-1-1        1702             1586      102.257E-03
    PART-1-1        1702             1685      102.257E-03
    PART-1-1        1702             1686      102.257E-03
    PART-1-1        1703             1586      102.428E-03
    PART-1-1        1703             1587      102.428E-03
    PART-1-1        1703             1686      102.428E-03
    PART-1-1        1703             1687      102.428E-03
    PART-1-1        1704             1587      102.568E-03
    PART-1-1        1704             1588      102.568E-03
    PART-1-1        1704             1687      102.568E-03
    PART-1-1        1704             1688      102.568E-03
    PART-1-1        1705             1588      102.668E-03
    PART-1-1        1705             1589      102.668E-03
    PART-1-1        1705             1688      102.668E-03
    PART-1-1        1705             1689      102.668E-03
    PART-1-1        1706             1589      102.712E-03
    PART-1-1        1706             1590      102.712E-03
    PART-1-1        1706             1689      102.712E-03
    PART-1-1        1706             1690      102.712E-03
    PART-1-1        1707             1590      102.684E-03
    PART-1-1        1707             1591      102.684E-03
    PART-1-1        1707             1690      102.684E-03
    PART-1-1        1707             1691      102.684E-03
    PART-1-1        1708             1591      102.565E-03
    PART-1-1        1708             1592      102.565E-03
    PART-1-1        1708             1691      102.565E-03
    PART-1-1        1708             1692      102.565E-03
    PART-1-1        1709             1592      102.334E-03
    PART-1-1        1709             1593      102.334E-03
    PART-1-1        1709             1692      102.334E-03
    PART-1-1        1709             1693      102.334E-03
    PART-1-1        1710             1593       101.97E-03
    PART-1-1        1710             1594       101.97E-03
    PART-1-1        1710             1693       101.97E-03
    PART-1-1        1710             1694       101.97E-03
    PART-1-1        1711             1594      101.449E-03
    PART-1-1        1711             1595      101.449E-03
    PART-1-1        1711             1694      101.449E-03
    PART-1-1        1711             1695      101.449E-03
    PART-1-1        1712             1595      100.752E-03
    PART-1-1        1712             1596      100.752E-03
    PART-1-1        1712             1695      100.752E-03
    PART-1-1        1712             1696      100.752E-03
    PART-1-1        1713             1596      99.8599E-03
    PART-1-1        1713             1597      99.8599E-03
    PART-1-1        1713             1696      99.8599E-03
    PART-1-1        1713             1697      99.8599E-03
    PART-1-1        1714             1597      98.7636E-03
    PART-1-1        1714             1598      98.7636E-03
    PART-1-1        1714             1697      98.7636E-03
    PART-1-1        1714             1698      98.7636E-03
    PART-1-1        1715             1598      97.4563E-03
    PART-1-1        1715             1599      97.4563E-03
    PART-1-1        1715             1698      97.4563E-03
    PART-1-1        1715             1699      97.4563E-03
    PART-1-1        1716             1599      95.9432E-03
    PART-1-1        1716             1600      95.9432E-03
    PART-1-1        1716             1699      95.9432E-03
    PART-1-1        1716             1700      95.9432E-03
    PART-1-1        1717             1600      95.1361E-03
    PART-1-1        1717             1700      95.1361E-03
    PART-1-1        1718             1601      94.6514E-03
    PART-1-1        1718             1701      94.6514E-03
    PART-1-1        1719             1601      95.4141E-03
    PART-1-1        1719             1602      95.4141E-03
    PART-1-1        1719             1701      95.4141E-03
    PART-1-1        1719             1702      95.4141E-03
    PART-1-1        1720             1602      96.8526E-03
    PART-1-1        1720             1603      96.8526E-03
    PART-1-1        1720             1702      96.8526E-03
    PART-1-1        1720             1703      96.8526E-03
    PART-1-1        1721             1603      98.1128E-03
    PART-1-1        1721             1604      98.1128E-03
    PART-1-1        1721             1703      98.1128E-03
    PART-1-1        1721             1704      98.1128E-03
    PART-1-1        1722             1604      99.1911E-03
    PART-1-1        1722             1605      99.1911E-03
    PART-1-1        1722             1704      99.1911E-03
    PART-1-1        1722             1705      99.1911E-03
    PART-1-1        1723             1605      100.088E-03
    PART-1-1        1723             1606      100.088E-03
    PART-1-1        1723             1705      100.088E-03
    PART-1-1        1723             1706      100.088E-03
    PART-1-1        1724             1606      100.814E-03
    PART-1-1        1724             1607      100.814E-03
    PART-1-1        1724             1706      100.814E-03
    PART-1-1        1724             1707      100.814E-03
    PART-1-1        1725             1607      101.378E-03
    PART-1-1        1725             1608      101.378E-03
    PART-1-1        1725             1707      101.378E-03
    PART-1-1        1725             1708      101.378E-03
    PART-1-1        1726             1608        101.8E-03
    PART-1-1        1726             1609        101.8E-03
    PART-1-1        1726             1708        101.8E-03
    PART-1-1        1726             1709        101.8E-03
    PART-1-1        1727             1609      102.095E-03
    PART-1-1        1727             1610      102.095E-03
    PART-1-1        1727             1709      102.095E-03
    PART-1-1        1727             1710      102.095E-03
    PART-1-1        1728             1610      102.282E-03
    PART-1-1        1728             1611      102.282E-03
    PART-1-1        1728             1710      102.282E-03
    PART-1-1        1728             1711      102.282E-03
    PART-1-1        1729             1611      102.379E-03
    PART-1-1        1729             1612      102.379E-03
    PART-1-1        1729             1711      102.379E-03
    PART-1-1        1729             1712      102.379E-03
    PART-1-1        1730             1612      102.402E-03
    PART-1-1        1730             1613      102.402E-03
    PART-1-1        1730             1712      102.402E-03
    PART-1-1        1730             1713      102.402E-03
    PART-1-1        1731             1613      102.365E-03
    PART-1-1        1731             1614      102.365E-03
    PART-1-1        1731             1713      102.365E-03
    PART-1-1        1731             1714      102.365E-03
    PART-1-1        1732             1614      102.283E-03
    PART-1-1        1732             1615      102.283E-03
    PART-1-1        1732             1714      102.283E-03
    PART-1-1        1732             1715      102.283E-03
    PART-1-1        1733             1615      102.167E-03
